_id,drug,structure,transporter,species,geneName,geneId,type,place,method,experimentalSystem,dose,route,substanceMeasured,concomitant,time,comment,parameterType,parameter,value,units,reference,source,sourceLink,year,TransporterInfo_id,fullname,structurelink
ISTE070409,"Quinidine1,2,4",COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,Ximelagatran,,,,IC50,IC50,1.8,μM,"Eriksson, 2006",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070410,Telithromycin,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,"Digoxin1,3",,,,IC50,IC50,1.8,μM,"Eberl, 2007",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070411,Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Daunorubicin,,,,IC50,IC50,1.8,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097873,Cyclosporine2,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing CEM/VLB100 cells,,,Calcein AM,,,,Ki,Ki,1.8,μM,"Wigler, 1999",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069205,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII cells, recombinant",12.5-25 uM,,Rivaroxaban,[Rivaroxaban],,,IC50,IC50,1.83,uM,DOI:10.1124/dmd.116.073890   ISSN:00909556   JOURNAL:Drug Metabolism and Disposition   PAGES:260   VOLUME:45,Literature,http://dx.doi.org/10.1124/dmd.116.073890,2017,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069208,Erlotinib Hydrochloride,Cl.COCCOC1=CC2=NC=NC(NC3=CC=CC(=C3)C#C)=C2C=C1OCCOC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,,,[3H]-Vincristine,[Vincristine Sulfate],10 min,,IC50,IC50,2,uM,DOI:10.1111/j.13497006.2009.01213.x   JOURNAL:Cancer Science   PAGES:1701   VOLUME:100,Literature,http://dx.doi.org/10.1111/j.1349-7006.2009.01213.x,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069209,Ketoconazole,[H][C@]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C@@](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,HCMEC/ D3 cells,,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,2,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069212,Ketoconazole,[H][C@]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C@@](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,2,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069213,Quinidine Gluconate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,HCMEC/ D3 cells,,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,2,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069215,Quinidine Polygalacturonate,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,HCMEC/ D3 cells,,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,2,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069216,Quinidine Sulfate,OS(O)(=O)=O.[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,HCMEC/ D3 cells,,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,2,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069218,Vinblastine Sulfate,OS(O)(=O)=O.[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(C[C@@H]2C[N@](CCC3=C1NC1=CC=CC=C31)C[C@](O)(CC)C2)C(=O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,HCMEC/ D3 cells,,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,2,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070412,Miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Mouse mdr1b expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,2,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070413,Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Mouse mdr1b expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,2,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070414,Verapamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Mouse mdr1b expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,2,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073254,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,1-1000 uM,,[3H]-Digoxin,[Digoxin],2 h,,IC50,IC50 BA/AB,2,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073257,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,1-1000 uM,,[3H]-digoxin,[Digoxin],2 h,,IC50,IC50 BA/AB,2,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073259,Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,1-1000 uM,,[3H]-Digoxin,[Digoxin],2 h,,IC50,IC50 BA/AB,2,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073261,Telmisartan,CCCC1=NC2=C(C)C=C(C=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O)C1=NC2=CC=CC=C2N1C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,1-1000 uM,,[3H]-digoxin,[Digoxin],2 h,,IC50,IC50 BA/AB,2,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097874,Itraconazole4,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,"Digoxin1,3",,,,Ki,Ki,2,μM,"Cook, 2010",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070302,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"Caco2 cells, recombinant",0.01-3000 uM,,Digoxin,[Digoxin],,,IC50,IC50,2.05,umol/L,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022425/S-000 Part 03, page:7 PDF 4017k",FDA approval package document,,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069220,Ketoconazole,[H][C@]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C@@](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-50 uM,,[Bodipy]-Verapamil,[Verapamil Hydrochloride],,,IC50,IC50,2.09,uM,DOI:10.1002/jps.22566   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3055   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22566,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069223,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MES-SA/ Dx5 cells,,,Verapamil,[Verapamil Hydrochloride],15 min,,IC50,IC50,2.1,uM,DOI:10.1016/j.ejps.2010.05.016   JOURNAL:European Journal of Pharmaceutical Sciences   PAGES:86   VOLUME:41,Literature,http://dx.doi.org/10.1016/j.ejps.2010.05.016,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069227,Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"L-MDR1 cells, recombinant",0.05-50 uM,,Calcein AM,[Calcein acetomethoxy ester],45 min,,IC50,IC50,2.1,uM,DOI:10.1021/jm021012t   JOURNAL:Journal of Medicinal Chemistry   PAGES:1716   VOLUME:46,Literature,http://dx.doi.org/10.1021/jm021012t,2003,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070415,(-)-devapamil,CC(C)[C@](CCCN(C)CCC1=CC(=CC=C1)OC)(C#N)C2=CC(=C(C=C2)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,F4-6P cells,,,Vinblastine1,,,,IC50,IC50,2.1,μM,"Hollt, 1992",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070416,Cepharanthin,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 expressing LLC-PK1 cells,,,Daunorubicin,,,,IC50,IC50,2.1,μM,"Hirai, 1995",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070417,Cyclosporine2,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Tetramethylrosamine,,,,IC50,IC50,2.1,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070418,Itraconazole4,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,2.1,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070419,Reserpine2,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Fluo-3,,,,IC50,IC50,2.1,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070421,"Verapamil2,4",CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,"Digoxin1,3",,,,IC50,IC50,2.1,μM,"Choo, 2000",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073262,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[3H]-Digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,2.1,uM,JOURNAL:Drug Metabolism and Disposition   PAGES:655   VOLUME:28,Literature,,2000,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097875,Trimethoxybenzoylyohimbine,COC1=CC(=CC(=C1OC)OC)C(=O)O[C@H]2CC[C@H]3CN4CCC5=C([C@@H]4C[C@@H]3[C@H]2C(=O)OC)NC6=CC=CC=C56,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing CEM/VLB100 cells,,,"Verapamil2,4",,,,Ki,Ki,2.1,μM,"Shepard, 1998",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097876,Vinblastine1,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing CEM/VLB100 cells,,,"Verapamil2,4",,,,Ki,Ki,2.1,μM,"Shepard, 1998",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097877,Cyclosporine2,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDCK-MDR1 cells,,,"Digoxin1,3",,,,Ki,Ki,2.18,μM,"Tang, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069231,Telmisartan,CCCC1=NC2=C(C)C=C(C=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O)C1=NC2=CC=CC=C2N1C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"Caco2 cells, recombinant",,,[3H]-digoxin,[Digoxin],1 h,,IC50,IC50,2.19,uM,DOI:10.1016/j.lfs.2009.11.006   JOURNAL:Life Sciences   PAGES:52   VOLUME:86,Literature,http://dx.doi.org/10.1016/j.lfs.2009.11.006,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069234,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,,,[3H]-Vincristine,[Vincristine Sulfate],,,IC50,IC50,2.2,uM,DOI:10.1111/j.13497006.2010.01539.x   JOURNAL:Cancer Science   PAGES:1493   VOLUME:101,Literature,http://dx.doi.org/10.1111/j.1349-7006.2010.01539.x,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070422,"Quinidine1,2,4",COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,"Digoxin1,3",,,,IC50,IC50,2.2,μM,"Choo, 2000",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073264,Quinidine Gluconate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[3H]-digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,2.2,uM,JOURNAL:Drug Metabolism and Disposition   PAGES:655   VOLUME:28,Literature,,2000,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073266,Quinidine Polygalacturonate,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[3H]-Digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,2.2,uM,JOURNAL:Drug Metabolism and Disposition   PAGES:655   VOLUME:28,Literature,,2000,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073267,Quinidine Sulfate,OS(O)(=O)=O.[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[3H]-digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,2.2,uM,JOURNAL:Drug Metabolism and Disposition   PAGES:655   VOLUME:28,Literature,,2000,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069236,Nilotinib Hydrochloride Monohydrate,O.Cl.CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)=C1)C(F)(F)F,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0.5-100 uM,,Afatinib,[Afatinib Dimaleate],,,IC50,IC50,2.22,uM,DOI:10.1016/j.xphs.2019.05.028   ISSN:00223549   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3434   VOLUME:108,Literature,http://dx.doi.org/10.1016/j.xphs.2019.05.028,2019,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069239,Nicardipine Hydrochloride,Cl.COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN(C)CC1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"L-MDR1 cells, recombinant",0.05-50 uM,,Calcein AM,[Calcein acetomethoxy ester],45 min,,IC50,IC50,2.3,uM,DOI:10.1021/jm021012t   JOURNAL:Journal of Medicinal Chemistry   PAGES:1716   VOLUME:46,Literature,http://dx.doi.org/10.1021/jm021012t,2003,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070423,Nelfinavir,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Mouse mdr1a expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,2.3,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070424,Nicardipine,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,2.3,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097878,Dexniguldipine,CC1=C([C@H](C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing CEM/VLB100 cells,,,Calcein AM,,,,Ki,Ki,2.3,μM,"Wigler, 1999",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097879,Reserpine2,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing Caco2 cells,,,"Digoxin1,3",,,,Ki,Ki,2.31,μM,"Horie, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
