CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL456647	515689	CHEMBL456647	515689		7b	460.62	5.08	34.17	1	COc1cccc(CCc2ccccc2OCCCN3CCN(CC3)c4ccccc4OC)c1	2385042	Ratio	=	8.1	-	NA	Ratio	=	8.1			NA	0	BAO_0000179			494041	CHEMBL938575	A	Ratio of apparent permeability from apical to basolateral over basolateral to apical side of human Caco-2 cells after 120 mins by UV-visible spectroscopy	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	45355	CHEMBL1140844	19053888	J. Med. Chem.	2008	51	23	7602	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL457921	515754	CHEMBL457921	515754		8b	448.58	5.21	24.94	1	COc1cccc(CCc2ccccc2OCCCN3CCN(CC3)c4ccc(F)cc4)c1	2385046	Ratio	=	2.5	-	NA	Ratio	=	2.5			NA	0	BAO_0000179			494041	CHEMBL938575	A	Ratio of apparent permeability from apical to basolateral over basolateral to apical side of human Caco-2 cells after 120 mins by UV-visible spectroscopy	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	45355	CHEMBL1140844	19053888	J. Med. Chem.	2008	51	23	7602	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1706858	1087589	CHEMBL1706858	1087589		52	315.42	3.59	54.02	0	CC(=O)Nc1sc2CNCc2c1c3nc4ccccc4s3	10955338	Ratio	=	0.8	-	NA	Ratio	=	0.8			NA	0	BAO_0000179			829693	CHEMBL2061133	A	Efflux ratio of apparent permeability from basal to apical to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	62679	CHEMBL2057080	22455312	J. Med. Chem.	2012	55	7	3101	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL446545	512173	CHEMBL446545	512173		41	449.43	3.04	90.9	0	OCCC1Oc2ccc(NC(=O)C3CCN(CC3)c4cc(F)c(F)c(F)c4)cc2NC1=O	2241861	Ratio	=	10.6	-	NA	Ratio	=	10.6			NA	0	BAO_0000179			509758	CHEMBL997027	A	Ratio of permeability from apical to basolateral over basolateral to apical side of human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	44137	CHEMBL1156561	18662879	Bioorg. Med. Chem. Lett.	2008	18	16	4569	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1668917	1067744	CHEMBL1668917	1067744		4c	393.45	2.99	102.99	0	CN(C)CCNC(=O)c1oc2cnccc2c1Nc3ccc4\C(=N\O)\CCc4c3	5199831	Ratio	=	0.9	-	NA	Ratio	=	0.9			NA	0	BAO_0000179			716993	CHEMBL1671065	A	Permeability ratio of the compound across human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	55345	CHEMBL1667771	21211972	Bioorg. Med. Chem. Lett.	2011	21	4	1248	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL411875	430678	CHEMBL411875	430678		21	387.35	2.42	136.26	0	Cc1cc(ccc1c2c(F)cc(O)cc2F)n3cc(NC(=O)N)c(n3)C(=O)N	2125443	Ratio	=	3.32	-	NA	Ratio	=	3.32			NA	0	BAO_0000179			474581	CHEMBL952862	A	Ratio of permeability from basolateral to apical side over apical to basolateral side of human Caco-2 cell membrane at 10 uM in presence of MRP1 inhibitor MK571	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	39192	CHEMBL1145516	17371800	Drug Metab. Dispos.	2007	35	6	937	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL415560	431387	CHEMBL415560	431387		6c	393.53	4.88	30.93	0	COc1cccc2C(=CCCc12)CCCN3CCc4cc(OC)c(OC)cc4C3	2130464	Ratio	=	7.1	-	NA	Ratio	=	7.1			NA	0	BAO_0000179			469909	CHEMBL921233	A	Ratio of apparent permeability from apical to basolateral over basolateral to apical side of human Caco-2 cell membrane	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	38897	CHEMBL1143871	17936633	Bioorg. Med. Chem.	2008	16	1	362	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2177918	1438708	CHEMBL2177918	1438708		36	449.49	4.48	97.18	0	COc1c(C)cc(cc1C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL2180014	1440825	CHEMBL2180014	1440825		1u	344.42	3.22	83.86	0	CC	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL1483	406787	CHEMBL1483	406787	ALBENDAZOLE	2b, Albendazole	265.34	3.24	67.01	0	CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1	10876938	Ratio	=	1.35	-	NA	Ratio	=	1.35			NA	0	BAO_0000179			816002	CHEMBL2026556	A	Influx ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 100 uM up to 90 mins	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	61724	CHEMBL2021799	22464423	Eur. J. Med. Chem.	2012	52	NA	193	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL396609	408364	CHEMBL396609	408364	MACROCARPAL A	M-A	472.62	5.41	115.06	1	CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]2(C)CC[C@@H]3[C@@H]2[C@H]4[C@@H](CC[C@@]3(C)O)C4(C)C	2015009	Ratio	=	1.27	-	NA	Ratio	=	1.27			NA	0	BAO_0000179			453406	CHEMBL885406	A	Ratio of permeability from basolateral to apical side over apical to basolateral side of human Caco-2 cells at 100 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	37346	CHEMBL1138427	17118653	Bioorg. Med. Chem. Lett.	2007	17	4	1107	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL387631	376645	CHEMBL387631	376645		3b	180.64	2.54	17.82	0	Cc1nc2ccc(Cl)cc2n1C	10876941	Ratio	=	0.88	-	NA	Ratio	=	0.88			NA	0	BAO_0000179			816002	CHEMBL2026556	A	Influx ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 100 uM up to 90 mins	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	61724	CHEMBL2021799	22464423	Eur. J. Med. Chem.	2012	52	NA	193	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL392590	401566	CHEMBL392590	401566		14'a	323.39	2.8	47.56	0	O=C(Cc1ccccc1)N[C@@H]2CO[C@H](OC2)\C=C\c3ccccc3	2039283	Ratio	=	1.21	-	NA	Ratio	=	1.21			NA	0	BAO_0000179			456934	CHEMBL923280	A	Ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco-2 cell membrane	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	37702	CHEMBL1140692	17609123	Bioorg. Med. Chem.	2007	15	18	6273	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2089279	1366960	CHEMBL2089279	1366960		9b	311.37	2.49	82.32	0	C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3cccc(c3)C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL53325	80081	CHEMBL53325	80081		PB-28	370.58	4.85	15.71	0	COc1cccc2C(CCCN3CCN(CC3)C4CCCCC4)CCCc12	2130457	Ratio	=	1.7	-	NA	Ratio	=	1.7			NA	0	BAO_0000179			469909	CHEMBL921233	A	Ratio of apparent permeability from apical to basolateral over basolateral to apical side of human Caco-2 cell membrane	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	38897	CHEMBL1143871	17936633	Bioorg. Med. Chem.	2008	16	1	362	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2057300	1353050	CHEMBL2057300	1353050		7l	368.54	2.76	89.26	0	C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O)NS(=O)(=O)N	10959893	Ratio	=	0.66	-	NA	Ratio	=	0.66			NA	0	BAO_0000179			830115	CHEMBL2061906	A	Efflux ratio of permeability of the compound from basolateral to apical side over apical to basolateral side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	62693	CHEMBL2057131	22506561	J. Med. Chem.	2012	55	9	4431	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2023070	1338445	CHEMBL2023070	1338445		21m	430.54	3.3	103.73	0	N[C@@H]1CCCN(C1)C2=Nc3c(c[nH]c3C(=O)N2Cc4ccccc4C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL3218858	1725242	CHEMBL3218858	1725242		10m	509.01	3.21	118.39	1	COc1cc(CN2CCOCC2)ccc1c3nc4c(N[C@@H]5[C@@H]6C[C@@H](C=C6)[C@@H]5C(=O)N)c(Cl)cnc4[nH]3	14529171	Ratio	=	2	-	NA	Ratio	=	2			NA	0	BAO_0000179			1327928	CHEMBL3224734	A	Efflux ratio of permeability from basolateral to apical over apical to basolateral side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	81908	CHEMBL3217622	NA	MedChemComm	2012	3	9	1138	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL3237565	1736110	CHEMBL3237565	1736110		23	387.44	1.41	150.3	0	COc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)nc1OC	14568068	Ratio	=	23	-	NA	Ratio	=	23			NA	0	BAO_0000179			1337887	CHEMBL3240914	A	Efflux ratio of permeability across apical to basolateral side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	82373	CHEMBL3232975	24520947	J. Med. Chem.	2014	57	6	2683	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL296306	76538	CHEMBL296306	76538	LACTITOL	Lactulose	342.3	-5.4	189.53	2	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	91645	Ratio	=	1.4	-	NA	Ratio	=	1.4			NA	0	BAO_0000179			228690	CHEMBL851239	A	Ratio of [(apical to basal)/(basal to apical)] (Caco-2 cell monolayer)	1	Scientific Literature	Homo sapiens	NA	9606	Intermediate	BAO_0000218	50587	CHEMBL372	ORGANISM	NA	Homo sapiens	Homo sapiens	1	Non-molecular	NA	NA	15978	CHEMBL1134498	11384238	J. Med. Chem.	2001	44	12	1927	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1092765	620165	CHEMBL1092765	620165		16d, (-)-S	328.46	4.69	16.13	0	C[C@H](c1cccnc1F)c2c(CCN(C)C)sc3ccccc23	3249750	Ratio	>	0.7	-	NA	Ratio	>	0.7			NA	0	BAO_0000179			624303	CHEMBL1106988	A	Ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	50621	CHEMBL1156278	20188547	Bioorg. Med. Chem. Lett.	2010	20	7	2316	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1950762	1279742	CHEMBL1950762	1279742		20a, (-)-enantiomer	420.46	4.38	51.1	0	Cn1c2CC3CCC(N3)c2c4cc(ccc14)S(=O)(=O)c5cccc(c5)C(F)(F)F	8030707	Ratio	=	2.8	-	NA	Ratio	=	2.8			NA	0	BAO_0000179			804514	CHEMBL1952524	A	Efflux ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	61177	CHEMBL1949664	22290076	Bioorg. Med. Chem. Lett.	2012	22	4	1494	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1957471	1283003	CHEMBL1957471	1283003		(R)-14	451.45	3.82	76.1	0	COc1cccc(c1F)c2cccc(c2)[C@@]3(N=C(N)N4CC(F)(F)CN=C34)c5ccncc5	8048709	Ratio	=	8.1	-	NA	Ratio	=	8.1			NA	0	BAO_0000179			807687	CHEMBL1959452	A	Efflux ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 10 uM after 60 mins by LC-MS analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	61264	CHEMBL1955861	22325942	Bioorg. Med. Chem. Lett.	2012	22	5	1854	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1085232	632087	CHEMBL1085232	632087		17	612.82	5.06	104.01	2	Cc1cc(nc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N4[C@@H](CN(C[C@@H]5CC[C@@H](O)CC5)C4=O)c6ccccc6)C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL1928243	1269208	CHEMBL1928243	1269208		6q, enantiomeric mixture	515.54	7.75	40.54	2	CC(C)(C)CC(N1CCC(CC1)C(F)(F)F)c2ccc(CC(=O)O)cc2c3ccc(cc3)C(F)(F)F	7964672	Ratio	=	1.9	-	NA	Ratio	=	1.9			NA	0	BAO_0000179			793234	CHEMBL1931629	A	Ratio of permeability from basolateral to apical side to apical to basolateral side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	60445	CHEMBL1926647	22061640	Bioorg. Med. Chem. Lett.	2011	21	24	7277	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1928261	1269226	CHEMBL1928261	1269226		20d	549.65	0.74	144.77	2	CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(CC)n(CCOC)nc4C(=O)N3	7971972	Ratio	=	4.2	-	NA	Ratio	=	4.2			NA	0	BAO_0000179			791636	CHEMBL1930860	A	Efflux ratio of apparent permeability from apical to basolateral to basolateral to apical side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	60493	CHEMBL1926502	22100260	Bioorg. Med. Chem.	2012	20	1	498	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1939477	1274322	CHEMBL1939477	1274322		9	451.34	4.61	97.11	0	CC(Sc1nnc(c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2)n1C)C(=O)O	8010346	Ratio	>	90	-	NA	Ratio	>	90			NA	0	BAO_0000179			797439	CHEMBL1943182	A	Efflux ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	60878	CHEMBL1938228	22217874	Bioorg. Med. Chem. Lett.	2012	22	2	824	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL593042	591550	CHEMBL593042	591550		39	547.65	3.79	80.54	1	Cc1cc(nc(C)c1C(=O)N2C[C@H]3CN(CCC4(CN(C4)C(=O)C5CC(F)(F)C5)c6ccccc6)C[C@H]3C2)C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL3127114	1623736	CHEMBL3127114	1623736		38	346.77	1.96	114.02	0	NC1=NC(=C(Cl)C(=O)N1)c2ccc(OCC3CCOC3)c(c2)C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL260321	432200	CHEMBL260321	432200		6h	377.44	4.06	48	0	COc1ccc2cc(ccc2c1)C(=O)N3CCc4cc(OC)c(OC)cc4C3	2142538	Ratio	=	6.4	-	NA	Ratio	=	6.4			NA	0	BAO_0000179			478532	CHEMBL923496	A	Ratio of permeability from apical to basolateral over basolateral to apical side of human Caco-2 cell membrane	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	39438	CHEMBL1144857	18276145	Bioorg. Med. Chem.	2008	16	7	3732	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL266195	822	CHEMBL266195	822	ALPRENOLOL	Alprenolol	249.35	2.15	41.49	0	CC(C)NCC(O)COc1ccccc1CC=C	101668	Ratio	~	1	-	NA	Ratio	~	1			NA	0	BAO_0000179			228690	CHEMBL851239	A	Ratio of [(apical to basal)/(basal to apical)] (Caco-2 cell monolayer)	1	Scientific Literature	Homo sapiens	NA	9606	Intermediate	BAO_0000218	50587	CHEMBL372	ORGANISM	NA	Homo sapiens	Homo sapiens	1	Non-molecular	NA	NA	15978	CHEMBL1134498	11384238	J. Med. Chem.	2001	44	12	1927	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL575569	571475	CHEMBL575569	571475	CIPROFLOXACIN ETHYL ESTER	5b	359.4	2.06	63.57	0	CCOC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O	12653260	Ratio	=	0.9	-	NA	Ratio	=	0.9			NA	0	BAO_0000179			941847	CHEMBL2329880	A	Efflux ratio of permeability from basolateral to apical side to apical to basolateral side in human Caco2 cells in presence of P-gp inhibitor GF120918	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72185	CHEMBL2321693	23432334	J. Med. Chem.	2013	56	6	2690	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL575569	571475	CHEMBL575569	571475	CIPROFLOXACIN ETHYL ESTER	5b	359.4	2.06	63.57	0	CCOC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O	12653236	Ratio	=	7	-	NA	Ratio	=	7			NA	0	BAO_0000179			941850	CHEMBL2329883	A	Efflux ratio of permeability from basolateral to apical side to apical to basolateral side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72185	CHEMBL2321693	23432334	J. Med. Chem.	2013	56	6	2690	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2442998	1589528	CHEMBL2442998	1589528		4b	474.61	3.6	66.93	0	COc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4cccnc4)CC3	13506400	Ratio	=	3.3	-	NA	Ratio	=	3.3			NA	0	BAO_0000179			989351	CHEMBL2447570	A	Efflux ratio of apparent permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 1 to 100 uM after 120 mins by UV spectroscopic analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	75379	CHEMBL2439989	24100077	Bioorg. Med. Chem. Lett.	2013	23	22	6083	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL3098544	1609314	CHEMBL3098544	1609314		T-10	879.95	4.7	228.75	2	CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC(=O)OC)C(=O)[C@]13C)C5(C)C)C	13865948	Ratio	=	4.22	-	NA	Ratio	=	4.22			NA	0	BAO_0000179			1282193	CHEMBL3102301	A	Efflux ratio of apparent permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	76427	CHEMBL3098054	24332858	Bioorg. Med. Chem.	2014	22	1	194	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL6995	1380	CHEMBL6995	1380	PRACTOLOL	Practolol	266.34	1.38	70.59	0	CC(C)NCC(O)COc1ccc(NC(=O)C)cc1	84632	Ratio	~	1	-	NA	Ratio	~	1			NA	0	BAO_0000179			228690	CHEMBL851239	A	Ratio of [(apical to basal)/(basal to apical)] (Caco-2 cell monolayer)	1	Scientific Literature	Homo sapiens	NA	9606	Intermediate	BAO_0000218	50587	CHEMBL372	ORGANISM	NA	Homo sapiens	Homo sapiens	1	Non-molecular	NA	NA	15978	CHEMBL1134498	11384238	J. Med. Chem.	2001	44	12	1927	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2420480	1579271	CHEMBL2420480	1579271		163	382.34	1.23	146	0	O=C1NC(=O)C2=Cc3ccc(cc3N(C2=N1)c4cccc(c4)c5nnn[nH]5)C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL2420615	1579408	CHEMBL2420615	1579408		26	297.32	0.6	82.67	0	CCc1ccc(cc1)C2=NN(C)C3=NC(=O)N(C)C(=O)C3=N2	13425880	Ratio	=	0.48	-	NA	Ratio	=	0.48			NA	0	BAO_0000179			978862	CHEMBL2423653	A	Efflux ratio of permeability across basolateral to apical side over apical to basolateral side in human Caco2 cells expressing p-gp	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	74591	CHEMBL2417532	23859074	J. Med. Chem.	2013	56	16	6352	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1790041	1153672	CHEMBL1790041	1153672	RANITIDINE	Ranitidine	314.41	1.46	83.58	0	CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1	5133620	Ratio	=	1	-	NA	Ratio	=	1			NA	0	BAO_0000179			699769	CHEMBL1648582	A	Ratio of permeability from basolateral to apical side to apical to basolateral side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	54769	CHEMBL1641427	21095130	Bioorg. Med. Chem.	2011	19	1	613	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1807270	1164953	CHEMBL1807270	1164953		15c	516.51	5.13	61.44	2	CN(C)[C@@H]1CC[C@H](CC1)NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)C3(CCC3)c4ccc(Cl)cc4	6298425	Ratio	=	3.4	-	NA	Ratio	=	3.4			NA	0	BAO_0000179			758297	CHEMBL1810828	A	Efflux ratio of permeability from apical to basolateral over basolateral to apical side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	58353	CHEMBL1806383	21700453	Bioorg. Med. Chem. Lett.	2011	21	15	4622	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL500	8543	CHEMBL500	8543	PINDOLOL	Pindolol	248.33	1.91	57.28	0	CC(C)NCC(O)COc1cccc2[nH]ccc12	88711	Ratio	~	1	-	NA	Ratio	~	1			NA	0	BAO_0000179			228690	CHEMBL851239	A	Ratio of [(apical to basal)/(basal to apical)] (Caco-2 cell monolayer)	1	Scientific Literature	Homo sapiens	NA	9606	Intermediate	BAO_0000218	50587	CHEMBL372	ORGANISM	NA	Homo sapiens	Homo sapiens	1	Non-molecular	NA	NA	15978	CHEMBL1134498	11384238	J. Med. Chem.	2001	44	12	1927	495	CHEMBL3307519	Caco-2	NA	NA
